RestaurantName,ItemType1,Item Category 1-7 ,ItemType2,ItemType3,Collection,Problem Restaurant
Chuck E. Cheese,Beverages,4,,,4/4/2017,
Chuck E. Cheese,Gluten Free Products,4,,,4/21/2016,
Chuck E. Cheese,Gluten Free Products:,4,,,5/18/2017,
Chuck E. Cheese,Spring Seasonal Menu 2017,4,,,4/4/2017,
Chuck E. Cheese,Kids Menu,5,,,10/26/2018,
Chuck E. Cheese,LimiTeD Time oFFeRs,5,Kids Menu,,3/3/2017,
Chuck E. Cheese,Build Your Own Griddle Items - Toppings & Inclusions,6,,,4/4/2017,
Chuck E. Cheese,Build Your Own Omelet Ingredients,6,,,4/4/2017,
Chuck E. Cheese,CHeese,6,Extra Mozzarella,,3/3/2017,
Chuck E. Cheese,CHeese,6,Mozzarella,,3/3/2017,
Chuck E. Cheese,CRUST,6,Smart Flour Gluten Free Crust,,5/18/2019,
Chuck E. Cheese,CRUST,6,Stuffed Crust,,7/2/2019,
Chuck E. Cheese,CRUST,6,Thin & Crispy,,2/17/2018,
Chuck E. Cheese,CRUST,6,Traditional,,7/2/2019,
Chuck E. Cheese,Cheese,6,Extra Mozzarella,,2/17/2018,
Chuck E. Cheese,Cheese,6,Mozzarella,,2/17/2018,
Chuck E. Cheese,Cheese ,6,Extra Mozzarella,,5/17/2018,
Chuck E. Cheese,Cheese ,6,Mozzarella,,10/26/2018,
Chuck E. Cheese,Condiments,6,,,4/4/2017,
Chuck E. Cheese,Oatmeal Add-ons,6,,,4/4/2017,
Chuck E. Cheese,Salad Bar ,6,Salad Dressings,,4/17/2019,
Chuck E. Cheese,Salad Dressings,6,,,4/4/2017,
Chuck E. Cheese,Sauces,6,,,4/4/2017,
Chuck E. Cheese,Toppincs,7,Bacon,,3/3/2017,
Chuck E. Cheese,Toppincs,7,Beef,,3/3/2017,
Chuck E. Cheese,Toppincs,7,Black Olives,,3/3/2017,
Chuck E. Cheese,Toppincs,7,Canadian Bacon,,3/3/2017,
Chuck E. Cheese,Toppincs,7,Chicken,,3/3/2017,
Chuck E. Cheese,Toppincs,7,Crispy Onions,,3/3/2017,
Chuck E. Cheese,Toppincs,7,Fresh Spinach,,3/3/2017,
Chuck E. Cheese,Toppincs,7,Green Peppers,,3/3/2017,
Chuck E. Cheese,Toppincs,7,Jalapenos,,3/3/2017,
Chuck E. Cheese,Toppincs,7,Mushrooms,,3/3/2017,
Chuck E. Cheese,Toppincs,7,Pepperoni,,3/3/2017,
Chuck E. Cheese,Toppincs,7,Pineapple,,3/3/2017,
Chuck E. Cheese,Toppincs,6,Red Onion,,3/3/2017,
Chuck E. Cheese,Toppincs,7,Sausage,,3/3/2017,
Chuck E. Cheese,Toppincs,7,Tomato,,3/3/2017,
Chuck E. Cheese,Toppings ,7,Bacon,,2/17/2018,
Chuck E. Cheese,Toppings ,7,Beef,,10/17/2017,
Chuck E. Cheese,Toppings ,7,Black Olives,,7/2/2019,
Chuck E. Cheese,Toppings ,7,Canadian Bacon,,10/17/2017,
Chuck E. Cheese,Toppings ,7,Chicken,,10/17/2017,
Chuck E. Cheese,Toppings ,7,Crispy Onions,,10/17/2017,
Chuck E. Cheese,Toppings ,7,Fresh Spinach,,5/18/2019,
Chuck E. Cheese,Toppings ,7,Green Peppers,,10/17/2017,
Chuck E. Cheese,Toppings ,7,Ham,,4/18/2018,
Chuck E. Cheese,Toppings ,7,Jalapenos,,10/17/2017,
Chuck E. Cheese,Toppings ,7,Mushrooms,,4/18/2018,
Chuck E. Cheese,Toppings ,7,Pepperoni,,7/2/2019,
Chuck E. Cheese,Toppings ,7,Pineapple,,5/17/2018,
Chuck E. Cheese,Toppings ,7,Red Onion,,6/18/2018,
Chuck E. Cheese,Toppings ,7,Sausage,,5/18/2019,
Chuck E. Cheese,Toppings ,7,Tomato,,4/17/2019,
Chuck E. Cheese,saLaD BaR,7,Salad Dressings,,3/3/2017,
Chuck E. Cheese,sauces,6,Alfredo,,5/17/2018,
Chuck E. Cheese,sauces,7,Red,,10/17/2017,
Chuck E. Cheese,with Buffalo Sauce,6,,,10/17/2017,
Chuck E. Cheese,Family Sampler Platter,,Breadsticks ,,2/17/2018,
Church's Chicken,Breakfast,1,Sides,,5/18/2019,
Church's Chicken,SIDES,1,,,2/17/2018,
Church's Chicken,Breakfast,2,Main Courses,,4/18/2018,
Church's Chicken,MAIN COURSES,2,,,4/4/2017,
Church's Chicken,DESSERTS,3,,,4/21/2016,
Church's Chicken,BEVERAGES,4,,,5/4/2016,
Church's Chicken,Breakfast,4,BEVERAGES,,10/17/2017,
Church's Chicken,Breakfast,4,Beverages,,5/18/2019,
Church's Chicken,SAUCES,6,,,3/25/2016,
Church's Chicken,WHITE GRAVY,6,,,4/4/2017,
Cici's Pizza,SIDES,1,,,3/4/2017,
Cici's Pizza,Sides,1,,,5/5/2016,
Cici's Pizza,WINGS,1,,,6/4/2017,
Cici's Pizza,Wings,1,,,5/5/2016,
Cici's Pizza,PIZZA - ADVENTUROUS TASTES,2,,,9/12/2016,
Cici's Pizza,PIZZA - DEEP DISH,2,,,9/12/2016,
Cici's Pizza,PIZZA - FLATBREAD PIZZAS,2,,,5/20/2018,
Cici's Pizza,PIZZA - NEW YORK STYLE,2,,,4/20/2018,
Cici's Pizza,PIZZA - STUFFED CRUST,2,,,4/20/2018,
Cici's Pizza,PIZZA - TRADITIONAL TASTES,2,,,10/22/2017,
Cici's Pizza,Pizza - Adventurous Tastes,2,,,5/5/2016,
Cici's Pizza,Pizza - Deep Dish,2,,,5/5/2016,
Cici's Pizza,Pizza - New Flatbread Pizzas,2,,,5/5/2016,
Cici's Pizza,Pizza - Stuffed Crust,2,,,5/5/2016,
Cici's Pizza,Pizza - Traditional Tastes,2,,,5/5/2016,
Cici's Pizza,DESSERTS,3,,,1/2/2017,
Cici's Pizza,Desserts,3,,,5/5/2016,
City Barbeque,Salads,1,,,6/17/2017,
City Barbeque,Salads/Sides,4,,,10/26/2018,
City Barbeque,Salads/Sides (2/3 cup),4,,,5/18/2019,
City Barbeque,Sides,1,,,5/18/2017,
City Barbeque,Meats,2,,,5/18/2017,
City Barbeque,Meeats,2,,,7/2/2019,
City Barbeque,Bread/Buns,3,,,4/17/2019,
City Barbeque,Desserts,3,,,10/26/2018,
City Barbeque,Drinks,4,,,5/18/2019,
City Barbeque,Kids Meal,5,,,10/26/2018,
City Barbeque,Kids Meals,5,,,7/2/2019,
City Barbeque,Sauces,6,,,2/17/2019,
City Barbeque,Sauces (1 tbs),6,,,5/18/2019,
City Barbeque,Sauces(1 tbs),6,,,10/26/2018,
Coco's,.a la Pasta - options of salad or soup,4,,,5/4/2016,
Coco's,Appetizer Soups & Salads,1,,,11/4/2016,
Coco's,Appetizers,1,,,5/4/2016,
Coco's,Bowl of Soup - 10 oz,1,,,3/25/2016,
Coco's,Choice of Breakfast Meats (options for the combo's and deluxe plates),7,,,4/21/2016,
Coco's,Choice of Fruit or Seasoned Breakfast Potatoes,7,,,11/4/2016,
Coco's,Crock of Soup - 7 oz,1,,,9/12/2016,
Coco's,Fresh Salads,1,,,11/4/2016,
Coco's,Soup & Crackers,1,,,7/4/2016,
Coco's,Artisan Bread Sandwiches,2,,,9/12/2016,
Coco's,Chicken Sensations,2,,,5/4/2016,
Coco's,Club 55,2,,,3/25/2016,
Coco's,Coco's Rancher's Prime House,2,,,3/25/2016,
Coco's,Coco's Rancher's Steak House,2,,,7/4/2016,
Coco's,Deluxe,2,,,7/4/2016,
Coco's,Dinner Salad,2,,,9/12/2016,
Coco's,Fish & Seafood,2,,,11/4/2016,
Coco's,Fit & Lively - this category is complete as is - no options,2,,,5/4/2016,
Coco's,Flame-Grilled Burgers,2,,,9/12/2016,
Coco's,Griddle...Specialties,2,Creae Combo's,,11/4/2016,
Coco's,Griddle...Specialties,2,Crepes Deluxe,,9/12/2016,
Coco's,Griddle...Specialties,2,Crepes a la carte,,4/21/2016,
Coco's,Griddle...Specialties,2,French Toast Combo's,,3/25/2016,
Coco's,Griddle...Specialties,2,French Toast Deluxe,,3/25/2016,
Coco's,Griddle...Specialties,2,French Toast a la carte,,9/12/2016,
Coco's,Griddle...Specialties,2,Waffles Combo's,,4/21/2016,
Coco's,Griddle...Specialties,2,Waffles Deluxe,,4/21/2016,
Coco's,Griddle...Specialties,2,Waffles a la carte,,7/4/2016,
Coco's,Homestyle Creations.,2,,,3/25/2016,
Coco's,NQiwegjaLSQldwaieLSQlmoR,2,,,4/21/2016,
Coco's,Omelettes etc.,2,Daybreak Traditionals,,9/12/2016,
Coco's,Omelettes etc.,2,Fit & Lively,,5/4/2016,
Coco's,Omelettes etc.,2,Great Additions,,5/4/2016,
Coco's,Omelettes etc.,2,Hearty Specialties,,9/12/2016,
Coco's,Omelettes etc.,2,Omelettes,,4/21/2016,
Coco's,Omelettes etc.,2,Scrambles,,3/25/2016,
Coco's,Options for Club 55 Sampler Breakfast,2,,,5/4/2016,
Coco's,Other Lunch/Dinner Options,2,,,4/21/2016,
Coco's,Pancake Shoppe,2,Combos,,11/4/2016,
Coco's,Pancake Shoppe,2,a la carte,,11/4/2016,
Coco's,Potato,1,Starch Options,,7/4/2016,
Coco's,Sandwich and Burger Options,2,,,7/4/2016,
Coco's,Sourdough Sandwiches,2,,,5/4/2016,
Coco's,Wild Alaskan Seafood,2,,,11/4/2016,
Coco's,the other Burgers...,2,,,7/4/2016,
Coco's,Bakery Warmth,3,,,11/4/2016,
Coco's,Choice of Breakfast Bread,3,Muffins (incl butter),,11/4/2016,
Coco's,Choice of Breakfast Bread,3,Toast (incl butter and jam),,5/4/2016,
Coco's,Cookie,3,,,4/21/2016,
Coco's,Cookies & Cool Treats,3,,,3/25/2016,
Coco's,Cream Pies,3,,,3/25/2016,
Coco's,Fresh Baked Cookies,3,,,5/4/2016,
Coco's,Fresh Baked Muffin - includes butter,3,,,4/21/2016,
Coco's,Fruit Pies,3,,,7/4/2016,
Coco's,Specialty Pies,3,,,5/4/2016,
Coco's,Beverages,4,,,3/25/2016,
Coco's,Coco's Bakery Book Nutritionals for Website,4,,,5/4/2016,
Coco's,Juices,4,,,5/4/2016,
Coco's,Kids Breakfast,5,,,3/25/2016,
Coco's,Kids Desserts,5,,,5/4/2016,
Coco's,Kids Lunch or Dinner,5,,,11/4/2016,
Coco's,Kids Sides,5,,,9/12/2016,
Coco's,Dipping Sauces - 2 oz,6,,,5/4/2016,
Coco's,Salad Dressings - 1 oz,6,,,7/4/2016,
Cold Stone Creamery,Cakes Pies Novelty,3,Cookie Sandwiches,,7/4/2016,
Cold Stone Creamery,Cakes Pies Novelty,3,Cupcakes,,6/17/2017,
Cold Stone Creamery,Cakes Pies Novelty,3,Pies,,3/25/2016,
Cold Stone Creamery,Cakes Pies Novelty,3,Signature Cakes,,10/17/2017,
Cold Stone Creamery,Frappe,3,,,9/12/2016,
Cold Stone Creamery,Frappe WITH Whipped Topping,3,,,5/17/2018,
Cold Stone Creamery,Frappe WITHOUT Whipped Topping,3,,,10/17/2017,
Cold Stone Creamery,Hot Stone,3,,,5/17/2018,
Cold Stone Creamery,Hotstone,3,Desserts,,3/25/2016,
Cold Stone Creamery,Hotstone,3,Hot Stone,,6/17/2017,
Cold Stone Creamery,Hotstone,3,Mini Novelties,Cake Bites,6/17/2017,
Cold Stone Creamery,Hotstone,3,Mini Novelties,Cake Pops,1/4/2017,
Cold Stone Creamery,Hotstone,3,Mini Novelties,Cone-oils,1/4/2017,
Cold Stone Creamery,Hotstone,3,Mini Novelties,Mini Cones,1/4/2017,
Cold Stone Creamery,Hotstone,3,Mini Novelties,OREO® Canapes,6/17/2017,
Cold Stone Creamery,Hotstone,3,Sundaes,,10/26/2018,
Cold Stone Creamery,Hotstone,3,Sundaes and Float,,3/25/2016,
Cold Stone Creamery,Ice Cream,3,,,6/17/2017,
Cold Stone Creamery,Ice Cream,3,Ice Cream,,4/17/2019,
Cold Stone Creamery,Ice Cream,3,Non-Dairy,,5/18/2019,
Cold Stone Creamery,Ice Cream,3,Sorbet,,9/12/2016,
Cold Stone Creamery,Promotional,3,Creations™,,7/2/2019,
Cold Stone Creamery,Promotional,3,Novelty,,7/2/2019,
Cold Stone Creamery,Shakes,3,,,4/4/2017,
Cold Stone Creamery,Shakes WITH Whipped Topping,3,,,10/17/2017,
Cold Stone Creamery,Shakes WITHOUT Whipped Topping,3,,,4/18/2018,
Cold Stone Creamery,Signature Creations,3,,,4/21/2016,
Cold Stone Creamery,Signature Creations™,3,,,5/18/2019,
Cold Stone Creamery,Sundaes,3,,,5/18/2019,
Cold Stone Creamery,Yogurt,3,,,7/4/2016,
Cold Stone Creamery,Smoothies,4,,,5/4/2016,
Cold Stone Creamery,Mixins,6,Candy,,9/12/2016,
Cold Stone Creamery,Mixins,6,Fruit,,4/17/2019,
Cold Stone Creamery,Mixins,6,Nuts,,7/2/2019,
Cold Stone Creamery,Mixins,6,Other Mix-ins,,6/18/2018,
Cold Stone Creamery,Mixins,6,Toppings,,4/21/2016,
Cold Stone Creamery,Mixins,6,Waffle Products,,4/4/2017,
CONDIMENTS,,7,2/18/2019,,,
Connor's Steak and Seafood,ADDetizers,1,,,2/17/2019,
Connor's Steak and Seafood,Add-Ons,1,,,5/18/2017,
Connor's Steak and Seafood,Appetizers,1,,,6/17/2017,
Connor's Steak and Seafood,SOUDS,1,,,2/17/2019,
Connor's Steak and Seafood,SOUPS,1,,,5/18/2019,
Connor's Steak and Seafood,Salads,1,,,6/17/2017,
Connor's Steak and Seafood,Salads w/o dressings,1,,,5/18/2019,
Connor's Steak and Seafood,Side Items,1,,,5/18/2017,
Connor's Steak and Seafood,Fresh Seafood,2,,,2/17/2019,
Connor's Steak and Seafood,Fresh Seafood w/o side items,2,,,5/18/2019,
Connor's Steak and Seafood,Lunch Specialities,2,,,5/18/2017,
Connor's Steak and Seafood,Lunch Specialities ,2,,,5/18/2017,
Connor's Steak and Seafood,Lunch Specialities w/o side items,2,,,5/18/2019,
Connor's Steak and Seafood,Pasta/Poultrv,2,,,2/17/2019,
Connor's Steak and Seafood,Pasta/Poultrv w/o side items,2,,,5/18/2019,
Connor's Steak and Seafood,Sandwiches,2,,,5/18/2019,
Connor's Steak and Seafood,Steaks/ChoDs,2,,,5/18/2017,
Connor's Steak and Seafood,Steaks/ChoDs w/o side items,2,,,5/18/2019,
Connor's Steak and Seafood,Desserts,3,,,5/18/2019,
Connor's Steak and Seafood,Dinner Bread,3,,,5/18/2019,
Connor's Steak and Seafood,Beverages,4,,,2/17/2019,
Connor's Steak and Seafood,w/o side items,4,,,5/18/2017,
Connor's Steak and Seafood,Kids Menu,5,,,5/18/2017,
Connor's Steak and Seafood,Kids Menu w/o side items,5,,,5/18/2019,
Connor's Steak and Seafood,Dressings,6,,,6/17/2017,
Connor's Steak and Seafood,Steak ToDDers,6,,,5/18/2017,
Connor's Steak and Seafood,Steak Toppers,6,,,5/18/2017,
Corner Bakery Cafe,BREAKFAST SIDES,1,,,5/18/2017,
Corner Bakery Cafe,Breakfast Sides,1,,,5/17/2018,
Corner Bakery Cafe,COMBO SIDES,1,,,7/4/2016,
Corner Bakery Cafe,FRESH SALADS,1,,,5/4/2016,
Corner Bakery Cafe,FRESH SALADS,1,Café,,11/4/2016,
Corner Bakery Cafe,FRESH SALADS,1,Café & Combo,,7/4/2016,
Corner Bakery Cafe,Fresh Salads,1,,,7/2/2019,
Corner Bakery Cafe,Homemade Soups & Chili,1,,,4/17/2019,
Corner Bakery Cafe,SIDES,1,,,6/17/2017,
Corner Bakery Cafe,SOUPS,1,Bowl,,1/4/2017,
Corner Bakery Cafe,SOUPS,1,Cup,,7/4/2016,
Corner Bakery Cafe,Sides,1,,,2/17/2018,
Corner Bakery Cafe,Soups for Kids' Combo,1,,,7/4/2016,
Corner Bakery Cafe,TRIO / TRIO SIDE SALADS,1,,,1/4/2017,
Corner Bakery Cafe,TRIO SALADS & SIDE SALADS,1,,,5/4/2016,
Corner Bakery Cafe,TRIO SALADS & SIDE SALADS,1,Side,,5/4/2016,
Corner Bakery Cafe,TRIO SALADS & SIDE SALADS,1,Trio,,5/4/2016,
Corner Bakery Cafe,Trio Salads,1,,,5/17/2018,
Corner Bakery Cafe,BREAKFAST ENTREES,2,Egg Whites,,3/3/2017,
Corner Bakery Cafe,BREAKFAST ENTREES,2,Whole Eggs,,12/8/2016,
Corner Bakery Cafe,BREAKFAST SANDWICHES,2,Egg Whites,,5/4/2016,
Corner Bakery Cafe,BREAKFAST SANDWICHES,2,Whole Eggs,,6/17/2017,
Corner Bakery Cafe,Breakfast Entrees,2,,,5/18/2019,
Corner Bakery Cafe,Breakfast Sandwiches & Power Flats,2,,,6/18/2018,
Corner Bakery Cafe,DINNER,2,,,5/4/2016,
Corner Bakery Cafe,DINNER ,2,Dinner Side Options,,5/4/2016,
Corner Bakery Cafe,FRESH SALADS,2,Entrée,,5/4/2016,
Corner Bakery Cafe,FRUITS AND GRAINS,2,,,3/3/2017,
Corner Bakery Cafe,FRUITS AND GRAINS,2,Baked French Toast,,5/4/2016,
Corner Bakery Cafe,FRUITS AND GRAINS,2,Cinnamon Roll French Toast,,6/17/2017,
Corner Bakery Cafe,FRUITS AND GRAINS,2,Cinnamon Roll French Toast,Whole Egg Eggs Whites,1/4/2017,
Corner Bakery Cafe,FRUITS AND GRAINS,2,Egg Whites,,9/12/2016,
Corner Bakery Cafe,FRUITS AND GRAINS,2,Egg Whites,Baked French Toast,5/4/2016,
Corner Bakery Cafe,FRUITS AND GRAINS,2,Egg Whites,Cinnamon Roll French Toast,6/17/2017,
Corner Bakery Cafe,FRUITS AND GRAINS,2,Whole Eggs,,7/4/2016,
Corner Bakery Cafe,FRUITS AND GRAINS,2,Whole Eggs,Baked French Toast,5/4/2016,
Corner Bakery Cafe,FRUITS AND GRAINS,2,Whole Eggs,Cinnamon Roll French Toast,5/18/2017,
Corner Bakery Cafe,GRILLED FLATS,2,,,7/4/2016,
Corner Bakery Cafe,Grilled Flats,2,,,4/18/2018,
Corner Bakery Cafe,Grilled Panini,2,,,7/2/2019,
Corner Bakery Cafe,Grilled Panini & Hot Sandwiches,2,,,10/17/2017,
Corner Bakery Cafe,Hearty Pastas,2,,,5/17/2018,
Corner Bakery Cafe,MOM'S SANDWICHES,2,Add on Cheeses: ,,5/4/2016,
Corner Bakery Cafe,MOM'S SANDWICHES,2,Half / Combo,,5/4/2016,
Corner Bakery Cafe,MOM'S SANDWICHES,2,Whole,,5/4/2016,
Corner Bakery Cafe,MOM'S SANDWICHES,2,Whole,Add on Cheeses: ,5/4/2016,
Corner Bakery Cafe,Oatmeals & Yogurt,2,,,7/2/2019,
Corner Bakery Cafe,PANINI & HOT SANDWICHES,2,,,5/4/2016,
Corner Bakery Cafe,PANINI & HOT SANDWICHES,2,Dipping Sauce,,1/4/2017,
Corner Bakery Cafe,PANINI & HOT SANDWICHES,2,Half,,11/4/2016,
Corner Bakery Cafe,PANINI & HOT SANDWICHES,2,Half / Combo,,7/4/2016,
Corner Bakery Cafe,PANINI & HOT SANDWICHES,2,Whole,,12/8/2016,
Corner Bakery Cafe,PASTA ENTREES,2,CAFE,,12/8/2016,
Corner Bakery Cafe,PASTA ENTREES,2,Café,,3/3/2017,
Corner Bakery Cafe,PASTA ENTREES,2,Café & Combo,,5/4/2016,
Corner Bakery Cafe,PASTA ENTREES,2,ENTREE,,11/4/2016,
Corner Bakery Cafe,PASTA ENTREES,2,Entrée,,6/17/2017,
Corner Bakery Cafe,Pancakes,2,,,12/8/2016,
Corner Bakery Cafe,Pancakes,2,Egg Whites,,9/12/2016,
Corner Bakery Cafe,Pancakes,2,Whole Eggs,,6/17/2017,
Corner Bakery Cafe,SANDWICHES,2,HALF,,11/4/2016,
Corner Bakery Cafe,SANDWICHES,2,Half,,6/17/2017,
Corner Bakery Cafe,SANDWICHES,2,Half / Combo,,7/4/2016,
Corner Bakery Cafe,SANDWICHES,2,WHOLE,,11/4/2016,
Corner Bakery Cafe,SANDWICHES,2,Whole,,6/17/2017,
Corner Bakery Cafe,SANDWICHES / PANINI / HOT SANDWICHES,2,Half / Combo,,6/17/2017,
Corner Bakery Cafe,SANDWICHES / PANINI / HOT SANDWICHES,2,IsPREADS & DRESSINGS,Whole,5/18/2017,
Corner Bakery Cafe,SANDWICHES / PANINI / HOT SANDWICHES,2,SPREADS & DRESSINGS,Whole,3/3/2017,
Corner Bakery Cafe,SANDWICHES / PANINI / HOT SANDWICHES,2,Whole,,6/17/2017,
Corner Bakery Cafe,Signature Sandwiches,2,,,4/17/2019,
Corner Bakery Cafe,"BAGELS, MUFFINS & PASTRIES",3,,,7/4/2016,
Corner Bakery Cafe,BREADS,3,Additional Bakery Breads/Roll,,3/3/2017,
Corner Bakery Cafe,BREADS,3,Additional Bakery Breads/Rolls,,1/4/2017,
Corner Bakery Cafe,BREADS,3,Additional Bakery Breads/Rolls ,,4/4/2017,
Corner Bakery Cafe,BREADS,3,Slice,,5/4/2016,
Corner Bakery Cafe,BREADS,3,Whole,,1/4/2017,
Corner Bakery Cafe,BREADS,3,Whole ,,6/17/2017,
Corner Bakery Cafe,Bakery,3,,,6/18/2018,
Corner Bakery Cafe,Breakfast Toast,3,,,2/17/2019,
Corner Bakery Cafe,CAKES & SWEETS,3,,,5/4/2016,
Corner Bakery Cafe,CAKES & SWEETS,3,Bottoms Up Bundts,,7/4/2016,
Corner Bakery Cafe,Frappes,3,,,2/17/2019,
Corner Bakery Cafe,12 oz Hot Beverages,4,,,10/26/2018,
Corner Bakery Cafe,16 oz Cold Brew Coffees,4,,,5/18/2019,
Corner Bakery Cafe,16 oz Hot Beverages,4,,,2/17/2019,
Corner Bakery Cafe,20 oz Cold Beverages,4,,,5/18/2019,
Corner Bakery Cafe,20 oz Hot Beverages,4,,,10/17/2017,
Corner Bakery Cafe,32 oz Cold Beverages,4,,,10/26/2018,
Corner Bakery Cafe,Beverage Add-Ons,4,,,5/18/2019,
Corner Bakery Cafe,COLD BEVERAGES,4,,,7/4/2016,
Corner Bakery Cafe,COLD BEVERAGES,4,20 OZ,Bubblers,12/8/2016,
Corner Bakery Cafe,COLD BEVERAGES,4,20 OZ,Soda,11/4/2016,
Corner Bakery Cafe,COLD BEVERAGES,4,20 oz,Bubblers,3/3/2017,
Corner Bakery Cafe,COLD BEVERAGES,4,20 oz,Soda,6/17/2017,
Corner Bakery Cafe,COLD BEVERAGES,4,32 oz,Bubblers,5/4/2016,
Corner Bakery Cafe,COLD BEVERAGES,4,32 oz,Soda,4/4/2017,
Corner Bakery Cafe,COLD BEVERAGES,4,SODA,,12/8/2016,
Corner Bakery Cafe,COLD BEVERAGES,4,Soda,,5/4/2016,
Corner Bakery Cafe,FROZEN BEVERAGES,4,,,5/4/2016,
Corner Bakery Cafe,FROZEN BEVERAGES,4,Protein Boost,,9/12/2016,
Corner Bakery Cafe,FROZEN BEVERAGES,4,Protein Boost - Add to Customize,,5/18/2017,
Corner Bakery Cafe,FROZEN BEVERAGES,4,Topping,,7/4/2016,
Corner Bakery Cafe,FROZEN BEVERAGES,4,Topping - Add/Subtract to Customize,,5/18/2017,
Corner Bakery Cafe,HOT BEVERAGES,4,,,3/3/2017,
Corner Bakery Cafe,HOT BEVERAGES,4,Nonfat,,7/4/2016,
Corner Bakery Cafe,HOT BEVERAGES,4,Topping,,5/18/2017,
Corner Bakery Cafe,HOT BEVERAGES,4,WHOLE,,1/4/2017,
Corner Bakery Cafe,HOT BEVERAGES,4,Whole,,1/4/2017,
Corner Bakery Cafe,Smoothies,4,,,10/17/2017,
Corner Bakery Cafe,KIDS' MENU,5,,,11/4/2016,
Corner Bakery Cafe,KIDS' MENU,5,Drinks for Kids' Menu,,5/4/2016,
Corner Bakery Cafe,KIDS' MENU,5,Half,,1/4/2017,
Corner Bakery Cafe,KIDS' MENU,5,Half / Combo,,9/12/2016,
Corner Bakery Cafe,KIDS' MENU,5,Kids' Free Pour Milk,,4/4/2017,
Corner Bakery Cafe,KIDS' MENU,5,Kids' Soda,,1/4/2017,
Corner Bakery Cafe,KIDS' MENU,5,Kids' Soda 12 oz,,5/4/2016,
Corner Bakery Cafe,KIDS' MENU,5,Soups for Kids' Combo,,3/3/2017,
Corner Bakery Cafe,KIDS' MENU,5,Whole,,5/18/2017,
Corner Bakery Cafe,Kids' Beverages,5,,,5/18/2019,
Corner Bakery Cafe,Kids' Breakfast Sides,5,,,7/2/2019,
Corner Bakery Cafe,Kids' Entree Sides,5,,,10/17/2017,
Corner Bakery Cafe,Kids' Menu,5,,,5/18/2019,
Corner Bakery Cafe,Kids' Soda,5,,,7/4/2016,
Corner Bakery Cafe,Bagel Spreads,6,,,2/17/2018,
Corner Bakery Cafe,COMBO SIDES,6,Salad Dressings,,7/4/2016,
Corner Bakery Cafe,FRESH SALADS,6,Café,Salad Dressings,6/17/2017,
Corner Bakery Cafe,FRESH SALADS,6,Café,Salad Toppings,12/8/2016,
Corner Bakery Cafe,FRESH SALADS,6,Café & Combo,Salad Dressings,5/4/2016,
Corner Bakery Cafe,FRESH SALADS,6,Café & Combo,Salad Dressings - Subtract to customize,7/4/2016,
Corner Bakery Cafe,FRESH SALADS,6,Café & Combo,Salad Toppings,5/4/2016,
Corner Bakery Cafe,FRESH SALADS,6,Café & Combo,Salad Toppings - Subtract to customize,7/4/2016,
Corner Bakery Cafe,FRESH SALADS,6,Entrée,Salad Dressings,5/18/2017,
Corner Bakery Cafe,FRESH SALADS,6,Entrée,Salad Dressings - Subtract to customize,11/4/2016,
Corner Bakery Cafe,FRESH SALADS,6,Entrée,Salad Toppings,5/4/2016,
Corner Bakery Cafe,FRESH SALADS,6,Entrée,Salad Toppings - Subtract to customize,1/4/2017,
Corner Bakery Cafe,FRUITS AND GRAINS,6,Oatmeal Toppings,,1/4/2017,
Corner Bakery Cafe,FRUITS AND GRAINS,6,Oatmeal Toppings ,,4/4/2017,
Corner Bakery Cafe,Nutrition information includes whipped cream.,6,,,5/18/2019,
Corner Bakery Cafe,PASTA ENTREES,6,CAFE,Pasta Toppings,11/4/2016,
Corner Bakery Cafe,PASTA ENTREES,6,Café & Combo,Pasta Toppings,5/4/2016,
Corner Bakery Cafe,PASTA ENTREES,6,ENTREE,Pasta Toppings,12/8/2016,
Corner Bakery Cafe,PASTA ENTREES,6,Entrée,Pasta Toppings,5/4/2016,
Corner Bakery Cafe,PASTA ENTREES,6,Pasta Toppings,,7/4/2016,
Corner Bakery Cafe,SANDWICHES / PANINI / HOT SANDWICHES,6,Half / Combo,IsPREADS & DRESSINGS,6/17/2017,
Corner Bakery Cafe,SANDWICHES / PANINI / HOT SANDWICHES,6,Half / Combo,SPREADS & DRESSINGS,5/4/2016,
Corner Bakery Cafe,SANDWICHES / PANINI / HOT SANDWICHES,6,Half / Combo,[SPREADS & DRESSINGS,9/12/2016,
Corner Bakery Cafe,SANDWICHES / PANINI / HOT SANDWICHES,6,Half / Combo,sPREADS & DRESSINGS,1/4/2017,
Corner Bakery Cafe,SANDWICHES / PANINI / HOT SANDWICHES,6,Whole,SPREADS & DRESSINGS,4/4/2017,
Corner Bakery Cafe,SANDWICHES / PANINI / HOT SANDWICHES,6,Whole,[SPREADS & DRESSINGS,7/4/2016,
Corner Bakery Cafe,SANDWICHES / PANINI / HOT SANDWICHES,6,Whole,sPREADS & DRESSINGS,12/8/2016,
Corner Bakery Cafe,SOUPS,6,Bowl,Soup Toppings,3/3/2017,
Corner Bakery Cafe,SOUPS,6,Bowl,Soup Toppings - Subtract to customize,7/4/2016,
Corner Bakery Cafe,SOUPS,6,Cup,Soup Toppings,12/8/2016,
Corner Bakery Cafe,SPREADS & DRESSINGS,6,Half,,4/4/2017,
Corner Bakery Cafe,SPREADS & DRESSINGS,6,Half / Combo,,7/4/2016,
