RestaurantName,ItemType1,Item Category 1-7 ,ItemType2,ItemType3,Collection,Problem Restaurant
5 Guys,BUN,7,,,5/4/2016,
5 Guys,FRIES - COOKED IN 100% PEANUT OIL,1,,,7/4/2016,
5 Guys,MEAT,7,,,7/4/2016,
5 Guys,MILKSHAKES,3,,,5/4/2016,
5 Guys,MIX-INS (Amount of individual mix-ins may vary depending upon number of mix-ins included in shake),6,,,5/4/2016,
5 Guys,TOPPINGS,6,,,5/4/2016,
A&W, Protein,4,,,7/4/2016,
A&W,ENHANCED SWEETS & TREATS,3,,,11/4/2016,
A&W,PROTEINS,4,,,5/18/2019,
A&W,REGIONAL FAVORITES*,4,,,5/18/2017,
A&W,ROOT BEER,4,,,7/2/2019,
A&W,SIDES,1,,,10/26/2018,
A&W,SWEETS & TREATS,3,,,4/18/2018,
A&W,Sides,1,,,7/4/2016,
Abner's Chicken,Entrees,2,,,10/27/2018,
Abner's Chicken,Entres,2,,,6/4/2017,
Abner's Chicken,Salad,1,,,6/4/2017,
Abner's Chicken,Salads,1,,,5/18/2017,
Abner's Chicken,Sandwiches,2,,,5/20/2018,
Abner's Chicken,Sauce,6,,,5/20/2018,
Abner's Chicken,Sauces,6,,,5/20/2018,
Abner's Chicken,Sides,1,,,5/18/2017,
Abner's Chicken,Wraps,2,,,4/20/2018,
Aladdin's Eatery,ADD-ONS & SIDES,1,,,2/17/2019,
Aladdin's Eatery,APPETIZERS,1,,,2/17/2019,
Aladdin's Eatery,DRESSINGS & SAUCES,6,,,5/18/2017,
Aladdin's Eatery,ENTREE SALADS,1,,,5/18/2017,
Aladdin's Eatery,ENTREE SALADS (analysis does not include dressing),1,,,2/17/2019,
Aladdin's Eatery,KIDS MENU,5,,,5/18/2017,
Aladdin's Eatery,PITZAS,2,,,5/18/2017,
Aladdin's Eatery,ROLLED PITAS,2,,,10/20/2019,
Aladdin's Eatery,SALADS,1,,,10/20/2019,
Aladdin's Eatery,SMOOTHIES & JUICE,4,,,2/17/2019,
Aladdin's Eatery,SOUP,1,,,10/20/2019,
Aladdin's Eatery,SPECIALTY PLATES,2,,,5/18/2017,
Aladdin's Eatery,VEGETARIAN ROLLED PITAS,2,,,2/17/2019,
Amici's East Coast Pizzeria,DINNER,2,,,5/18/2017,
Amici's East Coast Pizzeria,DRESSINGS,6,,,5/18/2017,
Amici's East Coast Pizzeria,Fettuccine (large),2,,,5/18/2017,
Amici's East Coast Pizzeria,Fettuccine (small),2,,,5/18/2017,
Amici's East Coast Pizzeria,Linguini (large),2,,,5/18/2017,
Amici's East Coast Pizzeria,Linguini (small),2,,,5/18/2017,
Amici's East Coast Pizzeria,PASTAS,2,,,5/18/2017,
Amici's East Coast Pizzeria,PASTAS,2,Fettuccine (large),,5/18/2017,
Amici's East Coast Pizzeria,PASTAS,2,Fettuccine (small),,5/18/2017,
Amici's East Coast Pizzeria,PASTAS,2,Linguini (large),,5/18/2017,
Amici's East Coast Pizzeria,PASTAS,2,Linguini (small),,5/18/2017,
Amici's East Coast Pizzeria,PASTAS,2,Pasta Adds,,5/18/2017,
Amici's East Coast Pizzeria,PASTAS,2,Penne (large),,5/18/2017,
Amici's East Coast Pizzeria,PASTAS,2,Penne (small),,5/18/2017,
Amici's East Coast Pizzeria,PASTAS,2,Whole Wheat to Regular Noodle comparison,,5/18/2017,
Amici's East Coast Pizzeria,PIZZA CRUST COMPARISON,2,,,5/18/2017,
Amici's East Coast Pizzeria,PIZZAS (Mini Size),2,,,5/18/2017,
Amici's East Coast Pizzeria,Pasta Adds,1,,,5/18/2017,
Amici's East Coast Pizzeria,Penne (large),2,,,5/18/2017,
Amici's East Coast Pizzeria,Penne (small),2,,,5/18/2017,
Amici's East Coast Pizzeria,SALADS,1,,,5/18/2017,
Amici's East Coast Pizzeria,SIDES,1,,,5/18/2017,
Amici's East Coast Pizzeria,Whole Wheat to Regular Noodle comparison,4,,,5/18/2017,
Applebees,Add a Salad,1,,,11/4/2016,
Applebees,Add a Salad,1,House Salad,,3/25/2016,
Applebees,Add a Side,1,,,3/25/2016,
Applebees,Add a Side,1,Baked Potato,,3/25/2016,
Applebees,Add a Side,1,Garlic Mashed Potatoes,,9/12/2016,
Applebees,Add a Side,1,Seasonal Vegetables:,,3/25/2016,
Applebees,Add a Soup,1,,,3/25/2016,
Applebees,Add a Soup,1,Today's Soup,,4/21/2016,
Applebees,Add-Ons,1,Add a Salad,,10/17/2017,
Applebees,Add-Ons,1,Add a Side,,10/17/2017,
Applebees,Add-Ons,1,Add a Side,Baked Potato,10/17/2017,
Applebees,Add-Ons,1,Add a Side,Garlic Mashed Potatoes,10/17/2017,
Applebees,Add-Ons,1,Add a Soup,,10/17/2017,
Applebees,Add-Ons,1,House Salad,,10/17/2017,
Applebees,Alcoholic Beverages,4,Handcrafted Cocktails,,4/18/2018,
Applebees,Alcoholic Beverages,4,Margaritas,,10/17/2017,
Applebees,Alcoholic Beverages,4,Margaritas:,,4/18/2018,
Applebees,Alcoholic Beverages,4,Sangrias,,10/17/2017,
Applebees,Appetizer Sampler,1,Build Your Appetizer Sampler,,7/2/2019,
Applebees,Appetizer Sampler,1,Side Salads,,7/2/2019,
Applebees,Appetizer Sampler,1,Soups,,7/2/2019,
Applebees,Appetizers,1,,,2/17/2019,
Applebees,Appetizers,1,Boneless Wings,,6/17/2017,
Applebees,Appetizers,1,Double Crunch Bone-In Wings,,4/18/2018,
Applebees,Appetizers,1,Soups or Salads:,,10/17/2017,
Applebees,Appetizers,1,Soups or Salads:,House Salad,10/17/2017,
Applebees,Appetizers,1,The Classic Combo,,4/18/2018,
Applebees,Appetizers & Bar Snacks,1,,,7/4/2016,
Applebees,Appetizers & Bar Snacks,1,Boneless Wings,,5/4/2016,
Applebees,Appetizers & Bar Snacks,1,Classic Combo,,11/4/2016,
Applebees,Appetizers & Bar Snacks,1,Double Crunch Bone-In Wings,,11/4/2016,
Applebees,Appetizers & Bar Snacks,1,Soups or Salads:,,5/4/2016,
Applebees,Appetizers & Bar Snacks,1,Soups or Salads:,House Salad,3/25/2016,
Applebees,Appetizers & Bar Snacks,1,Soups or Salads:,Today's Soup,4/21/2016,
Applebees,Beer,4,,,5/17/2018,
Applebees,Beverages,4,16 fl oz Beverages,,2/17/2019,
Applebees,Beverages,4,30 fl oz Beverages,,2/17/2019,
Applebees,Beverages,4,30 fl oz Flavored Lemonades,,4/17/2019,
Applebees,Beverages,4,30 fl oz Fountain Drinks,,4/17/2019,
Applebees,Beverages,4,30 fl oz Iced Teas,,4/17/2019,
Applebees,Beverages,4,30 fl oz Lemonade/Iced Tea Quenchers,,4/17/2019,
Applebees,Beverages,4,30 fl oz Signature Sodas,,4/17/2019,
Applebees,Beverages,4,Beverages,,10/26/2018,
Applebees,Beverages,4,Beverages: 16 fl oz,,4/18/2018,
Applebees,Beverages,4,Beverages: 30 fl oz,,6/18/2018,
Applebees,Beverages,4,Beverages: Kid's,,5/17/2018,
Applebees,Beverages,4,Brewed Iced Tea & Hot Tea,,4/18/2018,
Applebees,Beverages,4,Coffee & Hot Tea,,7/2/2019,
Applebees,Beverages,4,Decadent Shakes,,7/2/2019,
Applebees,Beverages,4,Energy Drinks,,2/17/2019,
Applebees,Beverages,4,Flavored Iced Teas,,9/12/2016,
Applebees,Beverages,4,Flavored Lemonades,,9/12/2016,
Applebees,Beverages,4,Fountain Drinks,,7/2/2019,
Applebees,Beverages,4,Fountain Soft Drinks - Coca Cola,,10/17/2017,
Applebees,Beverages,4,Fountain Soft Drinks - Coca Cola To-Go,,10/17/2017,
Applebees,Beverages,4,Fountain Soft Drinks - Pepsi,,10/17/2017,
Applebees,Beverages,4,Fountain Soft Drinks - Pepsi To-Go,,10/17/2017,
Applebees,Beverages,4,Fresh Brewed Coffee & Decaf,,5/4/2016,
Applebees,Beverages,4,Frozen Lemonades,,7/4/2016,
Applebees,Beverages,4,Iced Tea,,7/2/2019,
Applebees,Beverages,4,Iced Tea Quencher,,10/17/2017,
Applebees,Beverages,4,Iced Tea Quenchers,,7/2/2019,
Applebees,Beverages,4,Iced Teas,,2/17/2019,
Applebees,Beverages,4,Kids Beverages,,10/26/2018,
Applebees,Beverages,4,Lemonade,,6/17/2017,
Applebees,Beverages,4,Lemonade Quencher,,10/17/2017,
Applebees,Beverages,4,Lemonade Quenchers,,4/18/2018,
Applebees,Beverages,4,Lemonade/Iced Tea Quenchers,,2/17/2019,
Applebees,Beverages,4,Lemonades,,10/26/2018,
Applebees,Beverages,4,Limeades,,5/4/2016,
Applebees,Beverages,4,Non-Alcoholic Refreshments,,6/18/2018,
Applebees,Beverages,4,Other Fountain Soft Drinks,,10/17/2017,
Applebees,Beverages,4,Quencher Lemonades,,5/4/2016,
Applebees,Beverages,4,Rainbow Lemonades,,7/2/2019,
Applebees,Beverages,3,Shakes,,10/17/2017,
Applebees,Beverages,3,Shorty Shakes™,,11/4/2016,
Applebees,Beverages,4,Signature Sodas,,7/2/2019,
Applebees,Beverages,4,Single Serve Beverage,,10/17/2017,
Applebees,Beverages,4,Tea & Coffee,,10/26/2018,
Applebees,Beverages,4,Tropical Refreshers,,10/26/2018,
Applebees,Beverages,4,Water,,7/2/2019,
Applebees,Big and Bold Grill Combos,2,,,6/17/2017,
Applebees,Big and Bold Grill Combos,2,Add On:,,6/17/2017,
Applebees,Big and Bold Grill Combos,2,Choice of Sides:,,6/17/2017,
Applebees,Big and Bold Grill Combos,2,Mixed Grill 1/2 Rack Ribs & 4 oz Sirloin,,6/17/2017,
Applebees,Big and Bold Grill Combos,2,Mixed Grill 1/2 Rack Ribs & Chicken,,6/17/2017,
Applebees,Bigger Bolder Grill Combos,2,,,2/17/2019,
Applebees,Build Your Appetizer Sampler,1,,,4/18/2018,
Applebees,Build Your Appetizer Sampler,1,Boneless Wings,,4/18/2018,
Applebees,Build Your Appetizer Sampler,1,Salads,,6/18/2018,
Applebees,Build Your Appetizer Sampler,1,Salads:,,4/18/2018,
Applebees,Build Your Appetizer Sampler,1,Salads:,House Salad,4/18/2018,
Applebees,Build Your Appetizer Sampler,1,Samplers,,6/18/2018,
Applebees,Build Your Appetizer Sampler,1,Side Salads,,2/17/2019,
Applebees,Build Your Appetizer Sampler,1,Soups,,4/17/2019,
Applebees,Build Your Appetizer Sampler,1,Soups:,,4/18/2018,
Applebees,Build Your Sampler,1,,,9/12/2016,
Applebees,Build Your Sampler,1,Boneless Wing,,6/17/2017,
Applebees,Build Your Sampler,1,Boneless Wings,,10/17/2017,
Applebees,Burgers,2,,,10/17/2017,
Applebees,Burgers,2,Add Cheese:,,4/21/2016,
Applebees,Burgers,6,Burger Add Ons,,5/17/2018,
Applebees,Burgers,6,Burger Add Ons,Extra Cheese:,4/18/2018,
Applebees,Burgers,2,Burgers,,5/17/2018,
Applebees,Burgers,1,Choice of Side,,5/17/2018,
Applebees,Burgers,1,Choice of Side:,,9/12/2016,
Applebees,Burgers,6,Extra Cheese:,,10/17/2017,
Applebees,Burgers,1,Top Off Fries,,4/18/2018,
Applebees,Burgers & Sandwiches,6,Burger Add Ons,,7/2/2019,
Applebees,Burgers & Sandwiches,2,Burgers (side NOT included),,7/2/2019,
Applebees,Burgers & Sandwiches,2,Sandwiches (side NOT included),,7/2/2019,
Applebees,Burgers & Sandwiches,1,Sides,,7/2/2019,
Applebees,Burgers & Sandwiches,2,Wraps & Tacos (side NOT included),,7/2/2019,
Applebees,Catering,4,Catering Appetizers,,7/2/2019,
Applebees,Catering,4,Catering Beverages (1 Gallon),,7/2/2019,
Applebees,Catering,4,Catering Desserts (serves 6-8),,7/2/2019,
Applebees,Catering,4,Catering Entrees,,7/2/2019,
Applebees,Catering,4,Catering Salads,,7/2/2019,
Applebees,Catering,4,Catering Sandwiches,,7/2/2019,
Applebees,Catering,4,Catering Sides,,7/2/2019,
Applebees,Catering Menu,4,Appetizers,,4/17/2019,
Applebees,Catering Menu,4,Beverages (1 Gallon),,4/17/2019,
Applebees,Catering Menu,4,Entrees,,2/17/2019,
Applebees,Catering Menu,4,Salads,,2/17/2019,
Applebees,Catering Menu,4,Sandwiches,,4/17/2019,
Applebees,Catering Menu,4,Sides,,4/17/2019,
Applebees,Chef Selections:,2,,,9/12/2016,
Applebees,Chicken,2,,,7/4/2016,
Applebees,Chicken & Seafood,2,Chicken,,7/2/2019,
Applebees,Chicken & Seafood,2,Choice of Sides,,7/2/2019,
Applebees,Chicken & Seafood,2,Seafood,,7/2/2019,
Applebees,Choice of Sides:,1,,,9/12/2016,
Applebees,Classic Combo,2,,,10/17/2017,
Applebees,Cocktails,4,Beverage Menu,,10/26/2018,
Applebees,Cocktails,4,Handcrafted Cocktails,,6/18/2018,
Applebees,Cocktails,4,Long Island Iced Teas,,4/17/2019,
Applebees,Cocktails,4,Margaritas,,2/17/2019,
Applebees,Cocktails,4,Margaritas:,,6/18/2018,
Applebees,Cocktails,4,Rum,,2/17/2019,
Applebees,Cocktails,4,Sangrias,,6/18/2018,
Applebees,Cocktails,4,[Long Island Iced Teas,,10/26/2018,
Applebees,Desserts,3,,,10/26/2018,
Applebees,Desserts,3,Blue Ribbon Brownie,,3/25/2016,
Applebees,Fountain,4,Fountain Soft Drinks - Coca Cola,,11/4/2016,
Applebees,Fountain,4,Fountain Soft Drinks - Pepsi,,4/21/2016,
Applebees,Fountain,4,Lemonade,,5/4/2016,
Applebees,Fountain,4,Other Fountain Soft Drinks,,3/25/2016,
Applebees,Fountain,4,Single Serve Beverage,,4/21/2016,
Applebees,From The Grill,2,Chef Selections:,Applebee's Riblets (includes side),6/17/2017,
Applebees,From The Grill,2,Chef Selections:,Applebee's Riblets (includes side) (Smaller Portion),6/17/2017,
Applebees,From The Grill,2,Choice of Sides:,,6/17/2017,
Applebees,From The Grill,2,Create Your Grill Masterpiece:,,6/17/2017,
Applebees,From The Grill,2,"Double-Glazed Baby Back Ribs, Half Rack",,6/17/2017,
Applebees,From the Grill,2,,,10/17/2017,
Applebees,From the Grill,2,Chef Selections:,,10/17/2017,
Applebees,From the Grill,2,Chef Selections:,Add On:,10/17/2017,
Applebees,From the Grill,2,Chef Selections:,Applebee's Riblets (includes side),10/17/2017,
Applebees,From the Grill,2,Chef Selections:,Applebee's Riblets (includes side) (Smaller Portion),10/17/2017,
Applebees,From the Grill,2,Chef Selections:,Choice of Sides:,10/17/2017,
Applebees,From the Grill,2,Create Your Grill Masterpiece:,,10/17/2017,
Applebees,From the Grill,2,"Double-Glazed Baby Back Ribs, Full Rack",,10/17/2017,
Applebees,From the Grill,2,"Double-Glazed Baby Back Ribs, Half Rack",,10/17/2017,
Applebees,Handcrafted Burgers,2,,,10/26/2018,
Applebees,Handcrafted Burgers,2,Burger Add Ons,,4/17/2019,
Applebees,Handcrafted Burgers,2,Sides,,2/17/2019,
Applebees,Handcrafted Burgers,2,Top Off Fries,,10/26/2018,
Applebees,Handhelds,2,,,3/25/2016,
Applebees,Handhelds,1,Choice of Side:,,7/4/2016,
Applebees,Kid's,5,,,6/17/2017,
Applebees,Kid's,5,Kid's: Drinks,,6/17/2017,
Applebees,Kid's,5,Kid's: Really Really Hungry,,6/17/2017,
Applebees,Kid's,5,Kid's: Shakes & Sundaes,,6/17/2017,
Applebees,Kid's,5,Kid's: Sides,,6/17/2017,
Applebees,Kid's Manu,5,Kid's: Drinks,,5/17/2018,
Applebees,Kid's Manu,5,Kid's: Really Hungry,,5/17/2018,
Applebees,Kid's Manu,5,Kid's: Really Really Hungry,,6/18/2018,
Applebees,Kid's Manu,5,Kid's: Shakes & Sundaes,,5/17/2018,
Applebees,Kid's Manu,5,Kid's: Sides,,6/18/2018,
Applebees,Kid's Menu,5,House Salad - Kid's,,10/17/2017,
Applebees,Kid's Menu,5,Kid's: Drinks,,4/18/2018,
Applebees,Kid's Menu,5,Kid's: Hungry,,10/17/2017,
Applebees,Kid's Menu,5,Kid's: Really Hungry,,4/18/2018,
Applebees,Kid's Menu,5,Kid's: Really Really Hungry,,4/18/2018,
Applebees,Kid's Menu,5,Kid's: Shakes & Sundaes,Shakes,10/17/2017,
Applebees,Kid's Menu,5,Kid's: Shakes & Sundaes,Sundae,4/18/2018,
Applebees,Kid's Menu,5,Kid's: Sides,,4/18/2018,
Applebees,Kid's Menu,5,Kid's: Sides,Kid's House Salad,4/18/2018,
Applebees,Kid's Menu,5,Kid's: Super Hungry,,10/17/2017,
Applebees,Kid's: Drinks,5,,,4/21/2016,
Applebees,Kid's: Really Hungry,5,,,11/4/2016,
Applebees,Kid's: Really Really Hungry,5,,,5/4/2016,
Applebees,Kid's: Shakes & Sundaes,5,Shakes,,5/4/2016,
Applebees,Kid's: Shakes & Sundaes,5,Sundae,,5/4/2016,
Applebees,Kid's: Sides,5,,,7/4/2016,
Applebees,Kid's: Sides,5,House Salad - Kid's,,5/4/2016,
Applebees,Kids Menu,5,Kids Drinks,,7/2/2019,
Applebees,Kids Menu,5,Kids Fountain Drinks,,7/2/2019,
Applebees,Kids Menu,5,Kids Main Meal,,2/17/2019,
Applebees,Kids Menu,5,Kids Shakes,,7/2/2019,
Applebees,Kids Menu,5,Kids Side,,4/17/2019,
Applebees,Kids Menu,5,Kids Sundaes,,10/26/2018,
Applebees,Lighter Fare,2,,,7/4/2016,
Applebees,Lunch Combos,2,,,6/17/2017,
Applebees,Lunch Combos,2,Classic,,4/17/2019,
Applebees,Lunch Combos,2,Classic,"House Salad, Lunch",4/18/2018,
Applebees,Lunch Combos,2,"House Salad, Lunch",,6/17/2017,
Applebees,Lunch Combos,2,Lunch Combos: Handhelds & Entrees,,6/17/2017,
Applebees,Lunch Combos,2,Lunch Combos: Salads,,10/17/2017,
Applebees,Lunch Combos,2,Lunch Combos: Salads,"House Salad, Lunch",10/17/2017,
Applebees,Lunch Combos,2,Lunch Combos: Soups,,10/17/2017,
Applebees,Lunch Combos,2,Signature,,4/18/2018,
Applebees,Lunch Combos & Desserts,4,Classic Lunch Combos,,7/2/2019,
Applebees,Lunch Combos & Desserts,4,Desserts,,7/2/2019,
Applebees,Lunch Combos & Desserts,4,Signature Lunch Combos,,7/2/2019,
Applebees,Lunch Combos: Handhelds & Entrees,2,,,4/21/2016,
Applebees,Lunch Combos: Salads,2,,,5/4/2016,
Applebees,Lunch Combos: Salads,2,"House Salad, Lunch",,9/12/2016,
Applebees,Lunch Combos: Sandwiches & Entrees,2,,,10/17/2017,
Applebees,Lunch Combos: Soups,2,,,5/4/2016,
Applebees,Lunch Combos: Soups,2,"Soup Of The Day, Lunch Combo",,3/25/2016,
Applebees,More,2,,,7/4/2016,
Applebees,Pasta,2,,,4/18/2018,
Applebees,"Pasta, Seafood & More",2,More,,10/17/2017,
Applebees,"Pasta, Seafood & More",2,Pastas,,10/17/2017,
Applebees,"Pasta, Seafood & More",2,Seafood,,10/17/2017,
Applebees,Pastas,2,,,7/4/2016,
Applebees,"Pastas, Seafood & More",2,,,6/17/2017,
Applebees,Perfect Your Plate,1,,,6/17/2017,
Applebees,Perfect Your Plate,1,Add a Salad,,6/17/2017,
Applebees,Perfect Your Plate,1,Add a Side,,6/17/2017,
Applebees,Perfect Your Plate,1,House Salad,,6/17/2017,
Applebees,Riblet & Chicken Tenders Basket,2,,,4/21/2016,
Applebees,Ribs,2,Applebee's® Riblets Basket,,4/21/2016,
Applebees,Ribs,2,Applebee's® Riblets Platter,,4/21/2016,
Applebees,Ribs,2,Choice of Fries:,,3/25/2016,
Applebees,Ribs,2,Double-Glazed Baby Back Ribs,,4/21/2016,
Applebees,Ribs,2,Double-Glazed Baby Back Ribs - Half Rack,,3/25/2016,
Applebees,Salads,1,,,7/4/2016,
Applebees,Salads,1,Crispy Chicken & Cornbread Salad,,9/12/2016,
Applebees,Salads,1,Crispy Chicken Tender Salad,,4/18/2018,
Applebees,Salads,1,Grilled Chicken Caesar Salad,,4/18/2018,
Applebees,Salads,1,Grilled Shrimp Avocado & Grapefruit Salad,,9/12/2016,
Applebees,Salads,1,Oriental Chicken Salad,,10/17/2017,
Applebees,Salads,1,Southwestern Salad,,4/18/2018,
Applebees,Salads,1,Southwestern Steak Salad,,10/17/2017,
Applebees,Salads & Pasta,4,Pasta,,7/2/2019,
Applebees,Salads & Pasta,4,Salads,,7/2/2019,
Applebees,"Sandwiches, Tacos, and More",2,,,6/17/2017,
Applebees,"Sandwiches, Tacos, and More",2,Choice of Side:,,10/17/2017,
Applebees,"Sandwiches, Wraps & Tacos",2,,Choice of Side,4/18/2018,
Applebees,"Sandwiches, Wraps & Tacos",2,,Sandwiches,4/18/2018,
Applebees,"Sandwiches, Wraps & Tacos",2,,Top Off Fries,4/18/2018,
Applebees,"Sandwiches, Wraps & Tacos",2,,Wraps & Tacos,4/18/2018,
Applebees,"Sandwiches, Wraps & Tacos",2,Choice of Side,,6/18/2018,
Applebees,"Sandwiches, Wraps & Tacos",2,Sandwiches,,6/18/2018,
Applebees,"Sandwiches, Wraps & Tacos",2,Sides,,10/26/2018,
Applebees,"Sandwiches, Wraps & Tacos",2,Top Off Fries,,5/17/2018,
Applebees,"Sandwiches, Wraps & Tacos",2,Wraps & Tacos,,5/17/2018,
Applebees,Seafood,2,,,4/18/2018,
Applebees,Steak & Ribs,2,Add On,,6/18/2018,
Applebees,Steak & Ribs,2,Choice of Sides,,5/17/2018,
Applebees,Steak & Ribs,2,Steaks & Ribs,,5/17/2018,
Applebees,Steak & Ribs,2,Steaks & Ribs,Applebee's Riblets (Smaller Portion) (includes side),4/18/2018,
Applebees,Steak & Ribs,2,Steaks & Ribs,Applebee's Riblets (includes side),4/18/2018,
Applebees,Steak & Ribs,2,Steaks & Ribs,"Double-Glazed Baby Back Ribs, Full Rack",4/18/2018,
Applebees,Steak & Ribs,2,Steaks & Ribs,"Double-Glazed Baby Back Ribs, Half Rack",4/18/2018,
Applebees,"Steak, Ribs & Fajitas",2,Add On,,7/2/2019,
Applebees,"Steak, Ribs & Fajitas",2,Choice of Sides,,7/2/2019,
Applebees,"Steak, Ribs & Fajitas",2,Fajitas,,7/2/2019,
Applebees,"Steak, Ribs & Fajitas",2,Steak & Ribs,,7/2/2019,
Applebees,"Steak, Ribs & Fajitas",2,Toppers,,7/2/2019,
Applebees,Steaks,2,,,3/25/2016,
Applebees,Steaks,2,Choice of Sides:,,4/21/2016,
Applebees,Steaks & Ribs,2,,,4/17/2019,
Applebees,Steaks & Ribs,2,Add On,,2/17/2019,
Applebees,Steaks & Ribs,2,Choice of Sides,,2/17/2019,
Applebees,Steaks & Ribs,2,Toppers,,4/17/2019,
Applebees,Top Your Steak,2,,,3/25/2016,
Applebees,Wine,4,,,6/17/2017,
Applebees,Wood-Fired Grill,2,,,11/4/2016,
Applebees,Wood-Fired Grill,2,Chef Selections:,,5/4/2016,
Applebees,Wood-Fired Grill,2,Choice of Sides:,,5/4/2016,
Applebees,Wood-Fired Grill,2,Create Your Grill Masterpiece:,,7/4/2016,
Applebees,Wood-Fired Grill,2,Create Your Grill Masterpiece:,"Double-Glazed Baby Back Ribs, Full Rack",5/4/2016,
Applebees,Wood-Fired Grill,2,Create Your Grill Masterpiece:,"Double-Glazed Baby Back Ribs, Half Rack",7/4/2016,
Applebees,Wood-Fired Grill,2,"Double-Glazed Baby Back Ribs, Full Rack",,11/4/2016,
Applebees,Wood-Fired Grill,2,"Double-Glazed Baby Back Ribs, Half Rack",,9/12/2016,
Arby's,ARBY’S® ROAST BEEF SANDWICHES,2,,,4/21/2016,
Arby's,BEVERAGES,4,,,5/18/2019,
Arby's,BREAKFAST,2,,,7/2/2019,
Arby's,CHICKEN,2,,,5/4/2016,
Arby's,DESSERTS,3,,,2/17/2019,
Arby's,FRIENDS OF MEAT,1,,,5/17/2018,
Arby's,KIDS,5,,,4/4/2017,
Arby's,LIMITED TIME OFFERS,4,,,5/18/2017,
Arby's,MORE BEEF,2,,,3/25/2016,
Arby's,OPTIONAL,4,REGIONAL,,4/21/2016,
Arby's,ROAST BEEF,2,,,9/12/2016,
Arby's,SALADS,1,,,7/2/2019,
Arby's,SIDES,1,,,5/18/2019,
Arby's,SIGNATURE,2,,,7/2/2019,
Arby's,SLIDERS,2,,,7/2/2019,
Arby's,SLIDERS,2,SNACKS, FRIENDS OF MEAT,3/25/2016,
Arby's,STEAK,2,,,3/25/2016,
Arby's,TURKEY,2,,,2/17/2018,
Au Bon Pain,All Bagels,3,,,6/17/2017,
Au Bon Pain,All Specialty Salads,1,,,10/17/2017,
Au Bon Pain,BAGEL SPREADS,6,,,5/18/2019,
Au Bon Pain,BAGELS,3,,,10/26/2018,
Au Bon Pain,BAKERY,3,BAGEL SPREADS,,5/17/2018,
Au Bon Pain,BAKERY,3,BAGELS,,5/17/2018,
Au Bon Pain,BAKERY,3,COOKIES & DESSERTS,,5/17/2018,
Au Bon Pain,BAKERY,3,CROISSANTS,,6/18/2018,
Au Bon Pain,BAKERY,3,DANISH,,6/18/2018,
Au Bon Pain,BAKERY,3,MUFFINS,,5/17/2018,
Au Bon Pain,BEVERAGES,4,BLASTS & SMOOTHIES,,2/17/2019,
Au Bon Pain,BEVERAGES,4,COFFEE & ESPRESSO,,10/26/2018,
Au Bon Pain,BEVERAGES,4,FOUNTAIN & OTHER,,5/17/2018,
Au Bon Pain,BREADS,3,,,2/17/2019,
Au Bon Pain,BREAKFAST SANDWICHES,2,,,5/18/2019,
Au Bon Pain,Blasts & Smoothies,4,,,11/4/2016,
Au Bon Pain,Breads,3,,,6/17/2017,
Au Bon Pain,Breakfast Sandwiches,2,,,3/3/2017,
Au Bon Pain,CAFE SANDWICHES,2,,,7/2/2019,
Au Bon Pain,COLD LUNCH BAR,2,,,4/17/2019,
Au Bon Pain,COOKIES & DESSERTS,3,,,4/17/2019,
Au Bon Pain,CROISSANTS,3,,,2/17/2019,
Au Bon Pain,Cafe Menu,2,,,3/3/2017,
Au Bon Pain,Cafe Sandwiches,2,,,4/4/2017,
Au Bon Pain,Coffee & Espresso,4,,,9/12/2016,
Au Bon Pain,Cookies & Desserts,3,,,3/3/2017,
Au Bon Pain,Croissants,3,,,5/18/2017,
Au Bon Pain,DANISH,3,,,2/17/2019,
Au Bon Pain,Danish,3,,,6/17/2017,
Au Bon Pain,FOUNTAIN & OTHER,4,,,7/2/2019,
Au Bon Pain,Fountain and Other,4,,,6/17/2017,
Au Bon Pain,HARVEST HOT BOWLS,2,,,5/17/2018,
Au Bon Pain,HOT BAR,2,,,6/18/2018,
Au Bon Pain,HOT BREAKFAST BAR,2,,,6/18/2018,
Au Bon Pain,HOT LUNCH BAR,2,,,2/17/2019,
Au Bon Pain,HOT SANDWICHES,2,,,5/17/2018,
Au Bon Pain,Harvest Hot Bowls,2,,,9/12/2016,
Au Bon Pain,Hot & Cold Lunch Bar,2,,,7/4/2016,
Au Bon Pain,Hot Bar,2,,,4/18/2018,
Au Bon Pain,Hot Breakfast Bar,2,,,12/8/2016,
Au Bon Pain,Hot Entrees,2,,,3/3/2017,
Au Bon Pain,Hot Sandwiches,2,,,9/12/2016,
Au Bon Pain,I All Bagels,3,,,4/21/2016,
Au Bon Pain,I All Specialty Salads,1,,,4/21/2016,
Au Bon Pain,I Bagel Spreads,6,,,4/21/2016,
Au Bon Pain,I Blasts & Smoothies,4,,,4/21/2016,
Au Bon Pain,I Breads,3,,,5/4/2016,
Au Bon Pain,I Breakfast Sandwiches,2,,,5/4/2016,
Au Bon Pain,I Cafe Sandwiches,2,,,5/4/2016,
Au Bon Pain,I Coffee & Espresso,4,,,4/21/2016,
Au Bon Pain,I Cookies & Desserts,3,,,5/4/2016,
Au Bon Pain,I Croissants,3,,,3/25/2016,
Au Bon Pain,I Danish,3,,,5/4/2016,
Au Bon Pain,I Fountain and Other,4,,,4/21/2016,
Au Bon Pain,I Harvest Hot Bowls,2,,,3/25/2016,
